t1_name,t1_youth,t1_sptnum_formula,t1_ra_today_formula,t1_dec_today_formula,data_release,dateobs,dec,instrument,ra,specid,specprimary,spectype,telescope,dist_arcsec
SDSS J093858.88+044343.9,N,10,144.7453,4.7286,SDSS-DR16,"[""2003-03-12 00:00:00"",""2003-03-12 00:00:00""]",4.7288597,SDSS,144.74535,1118098367554021376,1,STAR,sloan25m,0.9519743767304472
SDSS J093906.46+341257.5,N,10,144.7764,34.2156,BOSS-DR16,"[""2013-02-13 04:04:21"",""2013-02-13 04:04:21""]",34.215959,BOSS,144.77644,6536093706860384256,1,STAR,sloan25m,1.297874094434548
SDSS J094043.18+565049.1,N,10,145.1798,56.8469,SDSS-DR16,"[""2001-03-23 00:00:00"",""2001-03-23 00:00:00""]",56.846959,SDSS,145.17992,626139194950969344,0,STAR,sloan25m,0.3176922521138566
SDSS J094047.88+294653.0,N,11,145.1987,29.7811,BOSS-DR16,"[""2013-01-14 05:25:45"",""2013-01-14 05:25:45""]",29.781209,BOSS,145.19919,6532514521181081600,1,STAR,sloan25m,1.5805125689253148
TVLM 262-111511,N,8,145.595,42.7586,BOSS-DR16,"[""2016-01-04 06:15:39"",""2016-01-04 06:15:39""]",42.759014,BOSS,145.59474,-9101623540065218560,1,STAR,sloan25m,1.6412113689972903
2MASS J09424604+5531025,N,8,145.6912,55.518,SDSS-DR16,"[""2001-03-23 00:00:00"",""2001-03-23 00:00:00""]",55.517405,SDSS,145.69181,626035840857958400,1,STAR,sloan25m,2.4766674169329277
SDSS J094350.20+151909.2,N,11,145.9585,15.3191,BOSS-DR16,"[""2012-02-21 04:57:09"",""2012-02-21 04:57:09""]",15.319138,BOSS,145.95891,5984428035268694016,1,STAR,sloan25m,1.4301146582401192
2MASSW J0944027+313132,N,12,146.0119,31.5254,BOSS-DR16,"[""2013-01-18 05:42:04"",""2013-01-18 05:42:04""]",31.525571,BOSS,146.01177,6537027191796158464,1,STAR,sloan25m,0.733557048377098
SDSS J094427.31+641037.3,N,10,146.1135,64.1773,SDSS-DR16,"[""2008-01-01 00:00:00"",""2008-01-01 00:00:00""]",64.177044,SDSS,146.11388,2013148690813839360,1,STAR,sloan25m,1.0974641907997822
SDSS J094436.31+364920.8,N,12,146.1499,36.822,BOSS-DR16,"[""2011-01-29 06:09:34"",""2011-01-29 06:09:34""]",36.822325,BOSS,146.1511,5151245879899082752,1,STAR,sloan25m,3.6507203044005823
2MASS J09474477+0224327,N,8,146.936,2.4082,DESI-DR1,"[""2021-11-17 12:07:23.021"",""2021-11-17 12:07:23.021""]",2.4091,DESI,146.9366,2376393639854080,1,STAR,kp4m,3.8929371296858126
SDSS J094818.61+132320.0,N,10,147.0774,13.3888,BOSS-DR16,"[""2012-01-31 06:54:15"",""2012-01-31 06:54:15""]",13.388847,BOSS,147.07747,5993318136182755328,1,STAR,sloan25m,0.2978717979158
SDSS J094903.15+264944.2,N,10,147.2637,26.8285,BOSS-DR16,"[""2019-02-12 06:51:56"",""2019-02-12 06:51:56""]",26.828942,BOSS,147.26312,-5270125939776008192,1,STAR,sloan25m,2.450225900276917
TVLM 262-70502,N,6.5,147.9495,42.563,BOSS-DR16,"[""2011-03-11 03:46:53"",""2011-03-11 03:46:53""]",42.563625,BOSS,147.9492,5144259308826152960,1,STAR,sloan25m,2.3864712705549223
SDSS J095415.73+500140.3,N,10,148.5649,50.0274,BOSS-DR16,"[""2014-01-02 07:53:57"",""2014-01-02 07:53:57""]",50.027836,BOSS,148.56555,8198946994510909440,1,STAR,sloan25m,2.1733456058071843
2MASS J09553336-0208403,lowg,17,148.8883,-2.1453,DESI-DR1,"[""2022-02-26 05:50:33.994"",""2022-02-26 05:50:33.994""]",-2.145099784042547,DESI,148.8883685757227,39627732866305007,1,GALAXY,kp4m,0.7618272863467865
ULAS J095829.86-003932.0,N,25.5,149.6232,-0.6572,DESI-DR1,"[""2022-03-24 03:58:24.543"",""2022-03-24 03:58:24.543""]",-0.6572,DESI,149.6236,2253169866309632,1,GALAXY,kp4m,1.4399052722198027
SDSS J095908.97+312557.3,N,10,149.7878,31.4326,SDSS-DR16,"[""2005-03-04 00:00:00"",""2005-03-04 00:00:00""]",31.432607,SDSS,149.78741,2194434501369686016,1,STAR,sloan25m,1.1982338945173492
CFBDS J095914.80+023655.2,N,23.5,149.8118,2.6155,DESI-DR1,"[""2021-05-01 03:16:42.664"",""2021-05-08 05:17:12.501""]",2.6153,DESI,149.8117,933834434543616,1,GALAXY,kp4m,0.8048168379334597
SDSS J095916.66+364157.6,N,10,149.8197,36.6992,DESI-DR1,"[""2021-11-20 12:16:24.707"",""2021-11-20 12:16:24.707""]",36.69924446426131,DESI,149.8196005396362,39633014778495335,1,STAR,kp4m,0.32869494106728997
2MASS J09593276+4523309,lowg,13,149.8857,45.391,BOSS-DR16,"[""2014-01-26 05:41:34"",""2014-01-26 05:41:34""]",45.391828,BOSS,149.88643,8201125677187223552,1,QSO,sloan25m,3.505878121149247
2MASS J10031918-0105079,N,7,150.8269,-1.0853,DESI-DR1,"[""2022-05-01 03:00:48.337"",""2022-05-04 02:57:34.202""]",-1.085353825842519,DESI,150.8276823143535,2305843037747551570,1,STAR,kp4m,2.82248584807652
SDSS J100401.41+005354.9,N,12,151.0054,0.8984,DESI-DR1,"[""2021-05-06 03:30:28.278"",""2021-05-06 03:56:24.917""]",0.8985099453443373,DESI,151.0054578163646,39627811421421673,1,GALAXY,kp4m,0.44718157355721877
SDSS J100435.88+565757.4,N,10,151.1497,56.9659,BOSS-DR16,"[""2016-01-15 06:32:35"",""2016-01-15 06:32:35""]",56.965869,BOSS,151.1495,9217911162016124928,1,STAR,sloan25m,0.4080569576426723
SDSS J100442.60+614628.7,N,10,151.1767,61.7742,BOSS-DR16,"[""2014-01-27 07:13:50"",""2014-01-27 07:13:50""]",61.774603,BOSS,151.17757,7972682620202143744,1,STAR,sloan25m,2.073392857410206
SDSS J100844.64+470738.0,N,10,152.1852,47.1264,BOSS-DR16,"[""2013-03-13 03:46:02"",""2013-03-13 03:46:02""]",47.12662,BOSS,152.1856,7500889871936147456,1,STAR,sloan25m,1.259830869230767
PSO J152.2977+15.9912,N,11.5,152.2971,15.991,BOSS-DR16,"[""2012-03-13 06:05:58"",""2012-03-13 06:05:58""]",15.991205,BOSS,152.29801,6001285198159040512,1,STAR,sloan25m,3.234550302567676
SDSS J100942.68+580217.6,N,13,152.4297,58.0386,BOSS-DR16,"[""2014-01-01 07:52:04"",""2014-01-01 07:52:04""]",58.038451,BOSS,152.42896,7978280233462943744,1,STAR,sloan25m,1.5087571594671132
TVLM 263-71765,N,8,152.7499,42.7501,BOSS-DR16,"[""2015-12-19 07:59:08"",""2015-12-19 07:59:08""]",42.75033,BOSS,152.7502600000001,-9099335456401371136,1,STAR,sloan25m,1.2614580030831177
SDSS J101105.22+382617.5,N,10,152.7708,38.437,BOSS-DR16,"[""2011-01-28 05:49:35"",""2011-01-28 05:49:35""]",38.437745,BOSS,152.77144,5142220813563613184,1,STAR,sloan25m,3.232653884672807
SDSS J101304.34+071050.7,N,10,153.2681,7.1807,SDSS-DR16,"[""2003-01-02 00:00:00"",""2003-01-02 00:00:00""]",7.1807655,SDSS,153.26809,1121564027047143424,1,STAR,sloan25m,0.2384898113751162
NLTT 23716B,N,8,153.3213,-6.0239,DESI-DR1,"[""2022-02-13 06:34:18.738"",""2022-02-13 06:34:18.738""]",-6.023453757483064,DESI,153.3211098775068,39627642516804002,1,STAR,kp4m,1.7447224237916588
SDSS J101327.96+352052.8,N,10,153.3665,35.3472,SDSS-DR16,"[""2004-12-18 00:00:00"",""2004-12-18 00:00:00""]",35.347998,SDSS,153.36652,2200076644012550144,1,STAR,sloan25m,2.873400205027607
SDSS J101517.63+075212.0,N,10,153.8233,7.87,SDSS-DR16,"[""2003-05-03 00:00:00"",""2003-05-03 00:00:00""]",7.8699979,SDSS,153.82346,1392751700120463360,1,STAR,sloan25m,0.5706249084700387
ULAS J101658.05-013258.0,N,13,154.2417,-1.5497,DESI-DR1,"[""2022-03-07 05:39:08.525"",""2022-03-07 05:39:08.525""]",-1.549632833133751,DESI,154.2417884919791,39627751073780383,1,STAR,kp4m,0.3998511298369512
2MASSI J1017075+130839,N,12,154.2817,13.1437,SDSS-DR16,"[""2004-02-26 00:00:00"",""2004-02-26 00:00:00""]",13.144274,SDSS,154.2815,1964856192371025920,1,STAR,sloan25m,2.182109608300923
ULAS J101721.40+011817.9,N,28,154.3387,1.3044,DESI-DR1,"[""2022-03-31 03:43:39.067"",""2022-03-31 03:43:39.067""]",1.3045,DESI,154.3392,2253218264383488,1,GALAXY,kp4m,1.8351896056095554
SDSS J101742.51+431057.9,N,11,154.4267,43.1821,BOSS-DR16,"[""2011-01-27 06:37:59"",""2011-01-27 06:37:59""]",43.182518,BOSS,154.4270300000001,5130879900862140416,1,STAR,sloan25m,1.7363293059812432
G 44-9,young,5.9,155.1822,8.2398,DESI-DR1,"[""2022-01-15 08:53:45.447"",""2022-04-20 02:55:01.993""]",8.2398,DESI,155.1836,2376532156743680,1,STAR,kp4m,4.987971657750724
SDSS J102116.05+354607.8,N,10,155.3166,35.7686,SDSS-DR16,"[""2004-12-18 00:00:00"",""2004-12-18 00:00:00""]",35.768839,SDSS,155.31687,2200024142332323840,0,STAR,sloan25m,1.1671673331865304
2MASSI J1029216+162652,N,12.5,157.3426,16.4456,BOSS-DR16,"[""2012-03-17 04:24:31"",""2012-03-17 04:24:31""]",16.446606,BOSS,157.34163,6014676150324056064,1,QSO,sloan25m,4.932814429396261
SDSS J102947.68+483412.2,N,10,157.4482,48.5697,BOSS-DR16,"[""2014-11-29 11:48:09"",""2014-11-29 11:48:09""]",48.57009,BOSS,157.4486400000001,8311408897643794432,1,STAR,sloan25m,1.7520896031356947
2MASS J10315064+3349595,N,12,157.9593,33.8336,BOSS-DR16,"[""2013-02-08 05:40:07"",""2013-02-08 05:40:07""]",33.833414,BOSS,157.96024,7262309592050454528,1,STAR,sloan25m,2.889602810581295
2MASS J10321706+0501032,N,8.5,158.0709,5.0176,BOSS-DR16,"[""2011-04-03 03:42:09"",""2011-04-03 03:42:09""]",5.0175078,BOSS,158.07109,5373005006789431296,1,STAR,sloan25m,0.757923519049746
SDSS J103225.19+330042.0,N,10,158.1047,33.0107,BOSS-DR16,"[""2013-02-08 05:40:07"",""2013-02-08 05:40:07""]",33.011029,BOSS,158.10475,7262081993143504896,1,STAR,sloan25m,1.193979430543835
SDSS J103309.11+121626.0,N,10,158.2892,12.2733,BOSS-DR16,"[""2012-03-13 05:02:09"",""2012-03-13 05:02:09""]",12.273605,BOSS,158.28838,6015723435082403840,1,STAR,sloan25m,3.0864405138306754
SDSS J103405.67+035016.3,N,10,158.5255,3.8366,DESI-DR1,"[""2022-04-21 03:05:43.007"",""2022-04-21 03:05:43.007""]",3.83697310394319,DESI,158.5249758826678,39627877964055776,1,STAR,kp4m,2.3126338104975392
SDSS J103428.24+414000.7,N,10,158.6175,41.6673,SDSS-DR16,"[""2004-01-29 00:00:00"",""2004-01-29 00:00:00""]",41.666876,SDSS,158.61771,1531376206551738368,1,STAR,sloan25m,1.6275246312444867
SDSS J103451.12+125840.7,N,10,158.7128,12.9778,SDSS-DR16,"[""2004-04-17 00:00:00"",""2004-04-17 00:00:00""]",12.977988,SDSS,158.713,1968145932016969728,0,STAR,sloan25m,0.9748401234262382
SDSS J103528.61+231840.0,N,10,158.8704,23.3103,BOSS-DR16,"[""2012-12-21 10:24:22"",""2012-12-21 10:24:22""]",23.310981,BOSS,158.8696600000001,7234151098709463040,1,STAR,sloan25m,3.4635136905770914
ULAS J103553.67-012126.3,N,9,158.9736,-1.3573,DESI-DR1,"[""2022-01-26 08:39:14.036"",""2022-01-26 08:39:14.036""]",-1.35736475029442,DESI,158.9735846118856,39627757193268817,1,GALAXY,kp4m,0.23958971860110598
SDSS J103602.44+372448.5,N,10,159.0102,37.413,BOSS-DR16,"[""2016-03-11 03:26:58"",""2016-03-11 03:26:58""]",37.413469,BOSS,159.01019,-8478908256585756672,1,STAR,sloan25m,1.6886421082383651
WISEA J103602.80+030615.6,N,14,159.0104,3.1043,DESI-DR1,"[""2022-03-10 05:51:44.123"",""2022-03-10 05:51:44.123""]",3.104333792076337,DESI,159.0108254111879,39627859874021701,1,GALAXY,kp4m,1.5340640672980816
SDSS J103730.42+461826.6,N,10,159.3767,46.307,BOSS-DR16,"[""2013-03-15 03:36:58"",""2013-03-15 03:36:58""]",46.3074,BOSS,159.37677,7495284561691299840,0,STAR,sloan25m,1.4504839407928443
SDSS J103931.35+325625.5,N,21,159.8804,32.9397,DESI-DR1,"[""2022-02-20 07:13:42.369"",""2022-02-20 07:13:42.369""]",32.93986093928537,DESI,159.8804715824386,39632940413486517,1,GALAXY,kp4m,0.6184299424468667
SDSS J104014.50+413116.4,N,10,160.0593,41.5206,BOSS-DR16,"[""2011-03-23 04:16:17"",""2011-03-23 04:16:17""]",41.521011,BOSS,160.0601,5215194301710225408,1,STAR,sloan25m,2.6151181844033555
SDSS J104114.05+632738.4,N,10,160.3068,63.4604,BOSS-DR16,"[""2014-01-10 09:37:25"",""2014-01-10 09:37:25""]",63.46067,BOSS,160.30855,7990751444251987968,1,STAR,sloan25m,2.978021067859572
SDSS J104121.86+244228.0,N,10,160.3407,24.7073,SDSS-DR16,"[""2006-02-04 00:00:00"",""2006-02-04 00:00:00""]",24.707802,SDSS,160.34112,2648126539748632576,1,STAR,sloan25m,2.2699552504245206
2MASS J10430758+2225236,N,18,160.7807,22.4233,SDSS-DR16,"[""2006-11-19 00:00:00"",""2006-11-19 00:00:00""]",22.423216,SDSS,160.78131,2788895094139283456,1,STAR,sloan25m,2.0523636303390806
SDSS J104319.44+071232.4,N,10,160.8307,7.2089,BOSS-DR16,"[""2012-01-02 10:40:59"",""2012-01-02 10:40:59""]",7.2090108,BOSS,160.83102,5464132535096463360,1,STAR,sloan25m,1.2105002814512105
SDSSp J104325.10+000148.2,N,13,160.8527,0.0284,DESI-DR1,"[""2021-12-05 12:13:14.411"",""2021-12-05 12:34:13.168""]",0.02934772830161493,DESI,160.8537133271162,39627787425810604,1,GALAXY,kp4m,4.9948239112392825
SDSS J104335.08+121314.1,N,19,160.8962,12.2193,SDSS-DR16,"[""2004-04-20 00:00:00"",""2004-04-20 00:00:00""]",12.220583,SDSS,160.89618,1802670256720734208,1,STAR,sloan25m,4.619336011387154
SDSS J104407.47+015742.0,N,11,161.0313,1.9616,SDSS-DR16,"[""2001-04-19 00:00:00"",""2001-04-19 00:00:00""]",1.9617025,SDSS,161.0312,569744419448711168,1,STAR,sloan25m,0.5153728197596539
SDSS J104409.43+042937.6,N,17,161.0391,4.4943,DESI-DR1,"[""2022-04-25 03:10:53.657"",""2022-04-25 03:10:53.657""]",4.494192391693774,DESI,161.0391340660097,39627896096033107,1,GALAXY,kp4m,0.40622478814254304
SDSS J104426.79+272033.2,N,11,161.1113,27.3428,SDSS-DR16,"[""2006-02-20 00:00:00"",""2006-02-20 00:00:00""]",27.342556,SDSS,161.11165,2652627665743276032,1,STAR,sloan25m,1.4227633354312312
SDSS J104617.02+351305.8,N,10,161.5709,35.2181,SDSS-DR16,"[""2005-04-03 00:00:00"",""2005-04-03 00:00:00""]",35.218295,SDSS,161.57091,2353197108976183296,1,STAR,sloan25m,0.7026158159307032
2MASS J10461875+4441149,N,15,161.5769,44.6869,BOSS-DR16,"[""2016-03-04 05:45:09"",""2016-03-04 05:45:09""]",44.687324,BOSS,161.57817,-9036232558897770496,0,QSO,sloan25m,3.591049627448303
SDSS J104625.76+042441.0,N,16,161.6076,4.411,DESI-DR1,"[""2022-04-05 04:26:31.941"",""2022-04-05 04:26:31.941""]",4.411058912252665,DESI,161.6075504533528,39627896104422722,1,GALAXY,kp4m,0.2767789589890203
SDSS J104729.03+301639.7,N,10,161.8704,30.2768,BOSS-DR16,"[""2013-03-05 06:10:09"",""2013-03-05 06:10:09""]",30.27743,BOSS,161.87094,7261099579923517440,1,STAR,sloan25m,2.821755267147459
SDSS J104842.70+300650.5,N,11,162.1765,30.114,BOSS-DR16,"[""2013-03-05 06:10:09"",""2013-03-05 06:10:09""]",30.113994,BOSS,162.17758,7261123769179328512,1,STAR,sloan25m,3.3633016419904416
SDSS J104922.45+012559.2,N,15,162.3438,1.4328,SDSS-DR16,"[""2002-03-20 00:00:00"",""2002-03-20 00:00:00""]",1.4331335,SDSS,162.34358,570901935868110848,1,STAR,sloan25m,1.4381627475342056
SDSS J104928.24+253723.2,N,11,162.3677,25.6231,SDSS-DR16,"[""2006-02-23 00:00:00"",""2006-02-23 00:00:00""]",25.623113,SDSS,162.3677,2651658996099868672,1,STAR,sloan25m,0.04679999999694928
SDSS J104934.84+602029.4,N,10,162.3957,60.3413,SDSS-DR16,"[""2002-01-21 00:00:00"",""2002-01-21 00:00:00""]",60.341512,SDSS,162.39517,631673042073839616,1,STAR,sloan25m,1.214030166179931
SDSS J105012.49+005803.3,N,10,162.5511,0.9673,SDSS-DR16,"[""2007-05-10 00:00:00"",""2007-05-10 00:00:00""]",0.967548,SDSS,162.55196,2892582891882047488,0,STAR,sloan25m,3.221734844790326
SDSS J105044.03+325843.5,N,10,162.6831,32.9787,DESI-DR1,"[""2022-02-22 07:17:59.349"",""2022-02-22 07:17:59.349""]",32.97870834039584,DESI,162.6831746619839,39632940451236319,1,GALAXY,kp4m,0.22746529207236102
SDSS J105110.69+314130.0,N,10,162.7947,31.6913,BOSS-DR16,"[""2013-03-15 04:38:35"",""2013-03-15 04:38:35""]",31.691513,BOSS,162.79442,7256609724359266304,1,STAR,sloan25m,1.1504896516912528
2MASS J10511900+5613086,N,12,162.8268,56.2172,BOSS-DR16,"[""2016-02-11 07:00:29"",""2016-02-11 07:00:29""]",56.217851,BOSS,162.82748,9209008691344592896,1,STAR,sloan25m,2.710220925456669
SDSS J105151.25+131116.3,N,10,162.9627,13.1876,BOSS-DR16,"[""2012-02-23 06:58:24"",""2012-02-23 06:58:24""]",13.187788,BOSS,162.96321,6027160004959948800,1,STAR,sloan25m,1.9114140347195792
SDSS J105259.70+334406.1,N,10,163.2483,33.7347,SDSS-DR16,"[""2005-03-13 00:00:00"",""2005-03-13 00:00:00""]",33.735045,SDSS,163.24876,2232741211754489856,1,STAR,sloan25m,1.8544875662129308
SDSS J105318.15+433306.1,N,10,163.3258,43.5515,BOSS-DR16,"[""2011-04-05 02:32:30"",""2011-04-05 02:32:30""]",43.55158,BOSS,163.32555,5279450036316688384,0,STAR,sloan25m,0.7130304322631101
SDSS J105339.22+642351.5,N,10,163.4129,64.3976,BOSS-DR16,"[""2014-02-23 06:53:28"",""2014-02-23 06:53:28""]",64.397664,BOSS,163.41297,7998568972663672832,1,STAR,sloan25m,0.2548377548532454
SDSS J105355.39+385737.5,N,10,163.4804,38.96,DESI-DR1,"[""2022-03-28 04:56:46.61"",""2022-03-28 04:56:46.61""]",38.96023410834978,DESI,163.4806885366539,39633057988217027,1,GALAXY,kp4m,1.1673372588077107
SDSS J105510.41+511026.2,N,10,163.7936,51.1736,SDSS-DR16,"[""2002-03-20 00:00:00"",""2002-03-20 00:00:00""]",51.173934,SDSS,163.79336,987511289678948352,1,STAR,sloan25m,1.3187865915096455
SDSS J105814.54+303159.8,N,10,164.5606,30.5334,BOSS-DR16,"[""2013-03-16 05:26:57"",""2013-03-16 05:26:57""]",30.53338,BOSS,164.5605399999999,7254318342143758336,1,STAR,sloan25m,0.19949398684761332
2MASS J11000965+4957470,N,13.5,165.0388,49.9622,BOSS-DR16,"[""2013-04-02 02:35:30"",""2013-04-02 02:35:30""]",49.962398,BOSS,165.03948,7543614145347997696,1,STAR,sloan25m,1.7285857100184892
SDSS J110148.04+544009.2,N,10,165.4498,54.6692,SDSS-DR16,"[""2003-01-13 00:00:00"",""2003-01-13 00:00:00""]",54.669212,SDSS,165.45017,1138429710968055808,0,STAR,sloan25m,0.7715009471896591
SDSS J110212.06+162938.7,N,10,165.551,16.4936,SDSS-DR16,"[""2006-04-27 00:00:00"",""2006-04-27 00:00:00""]",16.494107,SDSS,165.55026,2800254420187637760,1,STAR,sloan25m,3.139457998014081
ULAS J110242.39+012021.9,N,23.8,165.6764,1.3392,DESI-DR1,"[""2022-04-05 04:51:51.212"",""2022-04-05 04:51:51.212""]",1.3394,DESI,165.6766,2253218453127168,1,GALAXY,kp4m,1.0180946900961452
2MASSI J1104012+195921,N,14,166.0057,19.9901,BOSS-DR16,"[""2012-04-24 03:13:58"",""2012-04-24 03:13:58""]",19.989747,BOSS,166.00549,6617054316477042688,1,STAR,sloan25m,1.455910788666826
SDSS J110555.02+042145.3,N,10,166.4791,4.3625,SDSS-DR16,"[""2002-03-18 00:00:00"",""2002-03-18 00:00:00""]",4.3625932,SDSS,166.47929,654212206782605312,0,STAR,sloan25m,0.7600806203246812
LHS 2351,N,6.5,166.577,4.4779,DESI-DR1,"[""2022-05-03 03:14:55.373"",""2022-05-03 03:14:55.373""]",4.477343349490241,DESI,166.5775507198679,39627896188307877,1,STAR,kp4m,2.8146927134194772
SDSS J110705.31+245448.5,N,10,166.7719,24.9134,SDSS-DR16,"[""2006-05-02 00:00:00"",""2006-05-02 00:00:00""]",24.913482,SDSS,166.77216,2802466087910795264,1,STAR,sloan25m,0.8987633061539726
2MASSW J1108307+683017,lowg,11,167.1245,68.5035,DESI-DR1,"[""2022-05-08 03:10:25.592"",""2022-05-10 03:12:00.241""]",68.50378915999254,DESI,167.1254366406504,39633476667837954,1,GALAXY,kp4m,1.6156604574312718
SDSS J110938.29+235339.6,N,10,167.4093,23.8939,BOSS-DR16,"[""2013-02-08 07:39:59"",""2013-02-08 07:39:59""]",23.894059,BOSS,167.4094700000001,7227228574054633472,1,STAR,sloan25m,0.8004607242466076
ULAS J111127.77+051855.5,N,24.5,167.8657,5.3154,DESI-DR1,"[""2022-04-30 03:22:40.109"",""2022-04-30 03:22:40.109""]",5.3154,DESI,167.8657,2253315026976768,1,GALAXY,kp4m,0
SDSS J111143.85+295823.8,N,11,167.9328,29.9733,SDSS-DR16,"[""2006-02-26 00:00:00"",""2006-02-26 00:00:00""]",29.973287,SDSS,167.93272,2491728432770082816,0,STAR,sloan25m,0.2538340262230714
SDSS J111316.95-000246.6,N,10,168.3207,-0.0464,BOSS-DR16,"[""2011-01-26 09:02:56"",""2011-01-26 09:02:56""]",-0.046311609,BOSS,168.32062,4321362815644618752,1,STAR,sloan25m,0.4291853007710784
SDSS J111647.97+603730.7,N,10,169.1999,60.6254,SDSS-DR16,"[""2002-01-21 00:00:00"",""2002-01-21 00:00:00""]",60.625216,SDSS,169.19992,872642835050948608,0,STAR,sloan25m,0.6633408444195834
2MASSI J1117369+360936,N,10,169.404,36.1597,BOSS-DR16,"[""2016-03-10 03:58:31"",""2016-03-10 03:58:31""]",36.159934,BOSS,169.40399,-8483572110066429952,1,STAR,sloan25m,0.8429012764627812
ULAS J111929.43+002133.1,N,14.5,169.8727,0.3589,DESI-DR1,"[""2022-04-05 05:17:47.139"",""2022-04-05 05:17:47.139""]",0.3592,DESI,169.8726,2253194365239296,1,GALAXY,kp4m,1.1384177223847975
SDSS J112210.27+340432.5,N,11,170.5424,34.0753,BOSS-DR16,"[""2019-01-29 07:49:02"",""2019-01-29 07:49:02""]",34.075693,BOSS,170.5427999999999,-6889360221562187776,1,STAR,sloan25m,1.8504908701643024
2MASS J11233605+1241222,N,7,170.8999,12.6895,BOSS-DR16,"[""2012-03-15 05:49:19"",""2012-03-15 05:49:19""]",12.689515,BOSS,170.90017,6044079839996301312,1,STAR,sloan25m,0.9497950042679307
2MASS J11240487+3808054,N,8.5,171.0213,38.1348,DESI-DR1,"[""2022-01-24 09:58:33.923"",""2022-01-24 09:58:33.923""]",38.1348,DESI,171.0204,2377191895597056,1,STAR,kp4m,2.548454739958818
WISE J112438.12-042149.7,N,27,171.157,-4.3634,DESI-DR1,"[""2022-02-14 08:35:46.099"",""2022-02-14 08:35:46.099""]",-4.363679442373709,DESI,171.1577493989827,39627684958964897,1,GALAXY,kp4m,2.871969489716187
SDSS J112505.01+055642.3,N,10,171.27,5.9451,SDSS-DR16,"[""2002-04-12 00:00:00"",""2002-04-12 00:00:00""]",5.945072,SDSS,171.2709,941395573372643328,1,STAR,sloan25m,3.2241501481225896
SDSS J112615.25+012048.2,N,16,171.5629,1.3468,DESI-DR1,"[""2022-02-27 07:44:34.739"",""2022-02-27 07:44:34.739""]",1.346756731334156,DESI,171.5630470114288,39627817805153650,1,GALAXY,kp4m,0.5515477113783781
SDSS J112647.03+581632.2,N,13,171.6966,58.2744,BOSS-DR16,"[""2013-12-10 10:17:00"",""2013-12-10 10:17:00""]",58.274938,BOSS,171.69564,7994141787836141568,1,STAR,sloan25m,2.655914521330817
SDSS J112706.62+470548.1,N,11,171.7771,47.0965,BOSS-DR16,"[""2013-04-08 03:47:16"",""2013-04-08 03:47:16""]",47.096703,BOSS,171.7775300000001,7484033809362735104,1,STAR,sloan25m,1.2824242292988415
SDSS J112720.55+593633.1,N,10,171.837,59.6091,DESI-DR1,"[""2022-04-14 04:40:51.364"",""2022-04-14 04:40:51.364""]",59.60918958901271,DESI,171.8361678298116,39633380878321012,1,STAR,kp4m,1.549506909780903
2MASS J11275346+7411076,N,8,171.9723,74.1853,DESI-DR1,"[""2022-01-21 10:30:57.091"",""2022-01-21 10:30:57.091""]",74.1854,DESI,171.9727,2377669417107456,1,STAR,kp4m,0.5325480707322954
SDSS J113035.14-005225.7,N,10,172.6467,-0.8744,DESI-DR1,"[""2021-12-20 12:30:34.437"",""2022-04-08 05:14:27.115""]",-0.8742558428583007,DESI,172.6466782659692,39627769503550492,1,STAR,kp4m,0.5248293754459774
ULAS J113151.32-003620.8,N,10,172.9637,-0.6056,DESI-DR1,"[""2022-02-10 08:45:38.916"",""2022-02-10 08:45:38.916""]",-0.6059,DESI,172.9638,2253176296177664,1,GALAXY,kp4m,1.1384135955842614
NLTT 27966B,N,14,174.164,48.8789,BOSS-DR16,"[""2015-04-22 04:57:51"",""2015-04-22 04:57:51""]",48.877872,BOSS,174.1653200000001,8331705060057960448,1,STAR,sloan25m,4.843839585869006
SDSS J113826.35+333114.1,N,10,174.6101,33.5205,BOSS-DR16,"[""2011-02-25 07:14:48"",""2011-02-25 07:14:48""]",33.520646,BOSS,174.60996,5197382762643083264,1,STAR,sloan25m,0.672908142570123
SDSS J113833.10+674040.3,N,10,174.6382,67.6771,SDSS-DR16,"[""2001-02-12 00:00:00"",""2001-02-12 00:00:00""]",67.677863,SDSS,174.63792,554047790326507520,0,STAR,sloan25m,2.7733536972830093
ULAS J113850.09-002451.3,N,12.5,174.7086,-0.4144,DESI-DR1,"[""2022-03-10 07:17:07.638"",""2022-03-10 07:17:07.638""]",-0.4143529590988486,DESI,174.7086163263659,39627775576903520,1,GALAXY,kp4m,0.17925623926420134
2MASS J11391107+0841121,N,7.5,174.7965,8.6866,BOSS-DR16,"[""2012-02-16 08:22:16"",""2012-02-16 08:22:16""]",8.686691,BOSS,174.79617,6051724194118651904,1,STAR,sloan25m,1.2192098832342937
SDSS J113941.90-031004.2,N,10,174.9237,-3.1682,SDSS-DR16,"[""2002-01-12 00:00:00"",""2002-01-12 00:00:00""]",-3.1678189,SDSS,174.9246,368173431193102336,1,STAR,sloan25m,3.513945558617764
SDSS J114144.14+411656.8,N,10,175.4342,41.2822,BOSS-DR16,"[""2011-03-03 07:31:49"",""2011-03-03 07:31:49""]",41.28244,BOSS,175.4341400000001,5289593855162994688,1,STAR,sloan25m,0.8791147933790047
